node_i,node_j,feature_col,grid_seconds,te_i_to_j,p_value,p_value_block,significant_p05,p_value_fdr,significant_fdr,p_value_block_fdr,significant_block_fdr,p_bonferroni,significant_bonferroni,te_estimator,event_id,event_phase,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,feature_tier,provenance_claim_allowed,claim_allowed,claim_level,claim_language,claim_reason,claim_sentence,statistical_claim_allowed,paper_claim_allowed,claim_strength,window_start_override,window_end_override,sub_window
usdt_kraken,uniswap_usdc_usdt_005,basis_vs_usd,60,0.11185032102827852,0.0,1.0,true,0.0,true,1.0,false,0.0,true,binned_discrete,usdc_svb_2023,all,fixture_non_empirical,fixture_non_empirical,fixture_non_empirical,true,B,false,false,fixture_disallowed,not claimable (fixture),At least one endpoint is deterministic fixture data.,Not claimable: fixture data.,true,false,descriptive,,,usdc_svb_2023 [full]
usdc_kraken,uniswap_usdc_usdt_005,basis_vs_usd,60,0.10179198594092786,0.0,1.0,true,0.0,true,1.0,false,0.0,true,binned_discrete,usdc_svb_2023,all,fixture_non_empirical,fixture_non_empirical,fixture_non_empirical,true,B,false,false,fixture_disallowed,not claimable (fixture),At least one endpoint is deterministic fixture data.,Not claimable: fixture data.,true,false,descriptive,,,usdc_svb_2023 [full]
usdc_binance,usdc_coinbase,basis_vs_usd,60,0.08478711773760306,0.0,0.0,true,0.0,true,0.0,true,0.0,true,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).,true,true,statistically_supported,,,usdc_svb_2023 [full]
usdt_binance,usdc_coinbase,basis_vs_usd,60,0.08478711773760306,0.0,0.0,true,0.0,true,0.0,true,0.0,true,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).,true,true,statistically_supported,,,usdc_svb_2023 [full]
usdc_coinbase,usdc_binance,basis_vs_usd,60,0.04781540158328357,0.0,0.18,true,0.0,true,0.4841379310344827,false,0.0,true,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).,true,true,statistically_supported,,,usdc_svb_2023 [full]
usdc_coinbase,usdt_binance,basis_vs_usd,60,0.04781540158328357,0.0,0.21,true,0.0,true,0.5459999999999999,false,0.0,true,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).,true,true,statistically_supported,,,usdc_svb_2023 [full]
curve_3pool,uniswap_usdc_usdt_005,basis_vs_usd,60,0.036100327699087664,1.0,1.0,false,1.0,false,1.0,false,1.0,false,binned_discrete,usdc_svb_2023,all,A,fixture_non_empirical,fixture_non_empirical,true,B,false,false,fixture_disallowed,not claimable (fixture),At least one endpoint is deterministic fixture data.,Not claimable: fixture data.,false,false,descriptive,,,usdc_svb_2023 [full]
usdc_binance,usdt_binance,basis_vs_usd,60,0.0,1.0,1.0,false,1.0,false,1.0,false,1.0,false,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).,false,false,descriptive,,,usdc_svb_2023 [full]
usdt_binance,usdc_binance,basis_vs_usd,60,0.0,1.0,1.0,false,1.0,false,1.0,false,1.0,false,binned_discrete,usdc_svb_2023,all,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,false,false,descriptive,,,usdc_svb_2023 [full]
eth_usdt_exchange_flows,usdc_mint_burn,basis_vs_usd,60,0.0,1.0,1.0,false,1.0,false,1.0,false,1.0,false,binned_discrete,usdc_svb_2023,all,B,A,B,false,B,true,true,A_B_suggestive_directional,A/B suggestive,Edge is capped by the Tier B endpoint.,We find suggestive timing evidence of stress propagation from eth_usdt_exchange_flows to usdc_mint_burn.,false,false,suggestive,,,usdc_svb_2023 [full]
usdc_mint_burn,eth_usdt_exchange_flows,basis_vs_usd,60,0.0,1.0,1.0,false,1.0,false,1.0,false,1.0,false,binned_discrete,usdc_svb_2023,all,A,B,B,false,B,true,true,A_B_suggestive_directional,A/B suggestive,Edge is capped by the Tier B endpoint.,We find suggestive timing evidence of stress propagation from usdc_mint_burn to eth_usdt_exchange_flows.,false,false,suggestive,,,usdc_svb_2023 [full]
