window_center,caused_node,causing_node,fevd_share,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence
914400.0,curve_3pool,usdt_binance,0.04513966897710746,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
914400.0,curve_3pool,busd_binance,0.15028960605316458,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
914400.0,curve_3pool,curve_3pool,0.8045707249697279,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1000800.0,usdt_binance,usdt_binance,0.018165652365927043,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1000800.0,usdt_binance,busd_binance,0.07365838732878728,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1000800.0,usdt_binance,curve_3pool,0.9081759603052855,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1000800.0,busd_binance,usdt_binance,0.017856171615423865,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1000800.0,busd_binance,busd_binance,0.08275798816599073,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1000800.0,busd_binance,curve_3pool,0.8993858402185853,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1000800.0,curve_3pool,usdt_binance,0.017783687001306153,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1000800.0,curve_3pool,busd_binance,0.09221968531403546,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1000800.0,curve_3pool,curve_3pool,0.8899966276846581,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1087200.0,usdt_binance,usdt_binance,0.0035364109834289366,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1087200.0,usdt_binance,busd_binance,0.08587130602766035,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1087200.0,usdt_binance,curve_3pool,0.9105922829889107,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1087200.0,busd_binance,usdt_binance,0.0022959671487170034,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1087200.0,busd_binance,busd_binance,0.10512538166077201,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1087200.0,busd_binance,curve_3pool,0.8925786511905109,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1087200.0,curve_3pool,usdt_binance,0.004204070924958349,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1087200.0,curve_3pool,busd_binance,0.12463930005293884,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1087200.0,curve_3pool,curve_3pool,0.8711566290221028,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1173600.0,usdt_binance,usdt_binance,0.007292656423967739,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1173600.0,usdt_binance,busd_binance,0.08533744872727138,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1173600.0,usdt_binance,curve_3pool,0.9073698948487608,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1173600.0,busd_binance,usdt_binance,0.004578207047416161,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1173600.0,busd_binance,busd_binance,0.09675713970032858,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1173600.0,busd_binance,curve_3pool,0.8986646532522552,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1173600.0,curve_3pool,usdt_binance,0.0037608673769231058,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1173600.0,curve_3pool,busd_binance,0.10814218139106635,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1173600.0,curve_3pool,curve_3pool,0.8880969512320105,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1260000.0,usdt_binance,usdt_binance,0.0006171677724385511,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1260000.0,usdt_binance,busd_binance,0.09153983517321863,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1260000.0,usdt_binance,curve_3pool,0.9078429970543428,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1260000.0,busd_binance,usdt_binance,0.0005161014347325696,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1260000.0,busd_binance,busd_binance,0.08938927835272253,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1260000.0,busd_binance,curve_3pool,0.9100946202125448,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1260000.0,curve_3pool,usdt_binance,0.0004298042484889405,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1260000.0,curve_3pool,busd_binance,0.08728469187222596,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1260000.0,curve_3pool,curve_3pool,0.912285503879285,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1346400.0,usdt_binance,usdt_binance,0.0011360059254307614,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1346400.0,usdt_binance,busd_binance,0.0755722481668479,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1346400.0,usdt_binance,curve_3pool,0.9232917459077215,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1346400.0,busd_binance,usdt_binance,0.0011861047011641021,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1346400.0,busd_binance,busd_binance,0.07012057789452183,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1346400.0,busd_binance,curve_3pool,0.9286933174043143,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1346400.0,curve_3pool,usdt_binance,0.0012293286429820947,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1346400.0,curve_3pool,busd_binance,0.06514245624238031,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1346400.0,curve_3pool,curve_3pool,0.9336282151146377,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1432800.0,usdt_binance,usdt_binance,0.00002056094827451142,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1432800.0,usdt_binance,busd_binance,0.06469835850146623,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1432800.0,usdt_binance,curve_3pool,0.9352810805502593,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1432800.0,busd_binance,usdt_binance,0.00003488882456974175,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1432800.0,busd_binance,busd_binance,0.06595657257496883,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1432800.0,busd_binance,curve_3pool,0.9340085386004615,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1432800.0,curve_3pool,usdt_binance,0.000053329097153440055,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1432800.0,curve_3pool,busd_binance,0.06717306576214516,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1432800.0,curve_3pool,curve_3pool,0.9327736051407015,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1519200.0,usdt_binance,usdt_binance,0.0036202778853984667,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1519200.0,usdt_binance,busd_binance,0.0612843963190184,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1519200.0,usdt_binance,curve_3pool,0.9350953257955833,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1519200.0,busd_binance,usdt_binance,0.004068420247810909,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1519200.0,busd_binance,busd_binance,0.07079243874429239,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1519200.0,busd_binance,curve_3pool,0.9251391410078967,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1519200.0,curve_3pool,usdt_binance,0.004536355223924845,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1519200.0,curve_3pool,busd_binance,0.08032281750533048,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1519200.0,curve_3pool,curve_3pool,0.9151408272707449,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1605600.0,usdt_binance,usdt_binance,0.0017897312668547424,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1605600.0,usdt_binance,busd_binance,0.052286388115067216,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1605600.0,usdt_binance,curve_3pool,0.9459238806180779,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1605600.0,busd_binance,usdt_binance,0.006793293681140566,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1605600.0,busd_binance,busd_binance,0.06657488975925493,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1605600.0,busd_binance,curve_3pool,0.9266318165596042,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1605600.0,curve_3pool,usdt_binance,0.014650215233900374,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1605600.0,curve_3pool,busd_binance,0.0811068443348887,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1605600.0,curve_3pool,curve_3pool,0.9042429404312107,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1692000.0,usdt_binance,usdt_binance,0.015572463214183612,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1692000.0,usdt_binance,busd_binance,0.0006608499115346516,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1692000.0,usdt_binance,curve_3pool,0.9837666868742818,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1692000.0,busd_binance,usdt_binance,0.026715390607883936,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1692000.0,busd_binance,busd_binance,0.0009280684734469247,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1692000.0,busd_binance,curve_3pool,0.9723565409186693,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1692000.0,curve_3pool,usdt_binance,0.04057291384889529,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1692000.0,curve_3pool,busd_binance,0.001200744666235081,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1692000.0,curve_3pool,curve_3pool,0.9582263414848698,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
1778400.0,usdt_binance,usdt_binance,0.0036379503762856004,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
1778400.0,usdt_binance,busd_binance,0.0027689385493337394,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).
1778400.0,usdt_binance,curve_3pool,0.9935931110743808,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
1778400.0,busd_binance,usdt_binance,0.01241846732303642,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).
1778400.0,busd_binance,busd_binance,0.002562267049290155,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).
1778400.0,busd_binance,curve_3pool,0.9850192656276735,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and busd_binance (Tier B proxy data).
1778400.0,curve_3pool,usdt_binance,0.02588121644074027,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
1778400.0,curve_3pool,busd_binance,0.002369305647192812,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between busd_binance and curve_3pool (Tier B proxy data).
1778400.0,curve_3pool,curve_3pool,0.971749477912067,tvp_var_rolling,ftx_2022,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_3pool (Tier B proxy data).
